Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,Randomise questionnaire elements?,Question Key,Response
18,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,8a_deafness-age,3 år
19,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,9_SL-exposure,8
20,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,10_SL-introduction-path,via skole
21,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,10_SL-introduction-path-quantised,4
22,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,11_SL-years,Siden 1961 (da jeg begynte 1. klasse på døveskolen)
23,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,12_SL-peers,ja
24,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,12_SL-peers-quantised,1
25,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,13_college,nei
26,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,13_college-quantised,2
27,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,14_deaf-clubs,ja
28,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,14_deaf-clubs-quantised,1
29,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,15_freq-of-use,Hver dag
30,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,15_freq-of-use-quantised,1
31,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,16_preferred-language,tegnspråk
32,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,16_preferred-language-quantised,1
33,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,16_preferred-language-text,
34,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,17_home-language,Hjemmelaget tegn og tale 
35,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,18_formal-writing ,ja
36,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,18_formal-writing -quantised,1
37,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,response-1,ja
38,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,response-1-quantised,1
39,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,20_formal-reading,ja
40,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,20_formal-reading-quantised,1
41,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,21_informal-reading,ja
42,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,21_informal-reading-quantised,1
43,1.69659E+12,06.10.2023 11:25,1.69659E+12,2,06.10.2023 13:25,146116,4,questionnaire-zt1x,,32065078,x2vqwljt,9482437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,3440x1440,769x679,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,END QUESTIONNAIRE,201912
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
